name	rawTweet
Toepher_Joyce	People need to came down over #Eurovision Winner #Ukraine @jamala It was the most authentic song to win and deserves its place!
bitch_Baekhyun	RT @jtimberlake: #CantStopTheFeeling #Eurovision. Congrats @jamala #Ukraine!! https://t.co/1z9fA31yTR
toniwaaan	"RT @Jamalavision: Lmao Jamala basically saying: ""bye bitch"" in the nicest possible way. https://t.co/AIGLmJJ1XB"
LucyThePurple	SWEDEN 2015 wasn't my fave but okay. UKRAINE wasn't my favourite and I would admit if Jamala won fair and square but she broke 2 rules so no
Arianna483	@ESCViva @Phantomblisss @EurovisionIrela @jamala @EBU_HQ nothing to do with Russia. It was performed on a pro-Tatar TV station in Ukraine.
marizar_ud	RT @russian_market: . @EBU_HQ: yes, Jamala wrote song before &amp; performed in front of 2k viewers. What about album release in June 2015? htt…
Arianna483	@ESCViva @Phantomblisss @EurovisionIrela @jamala @EBU_HQ then modified for Eurovision. It was allowed cause it didn't reach a wide European
andybwyer	"RT @Jamalavision: Lmao Jamala basically saying: ""bye bitch"" in the nicest possible way. https://t.co/AIGLmJJ1XB"
Inthepeninsula	"RT @bneeditor: #eurovision ignores Jamala song already performed vs rules. Also ignore orign title ""Crimea is ours"" overt political https:/…"
avantroux	"RT @Malinka1102: Is there any limit to hypocrisy?!

#EurovisionSongContest #Jamala #Ukraine 

https://t.co/gRiyDPbVUo https://t.co/0ToldZQI…"
watch__me__burn	"RT @Jamalavision: Lmao Jamala basically saying: ""bye bitch"" in the nicest possible way. https://t.co/AIGLmJJ1XB"
pridzila	RT @Angryesc: EBU decision about Jamala's video singing 1944 in 2015. It was obvious she didn't break the rules. #Eurovision https://t.co/R…
NichoolasGibb	"RT @Jamalavision: Lmao Jamala basically saying: ""bye bitch"" in the nicest possible way. https://t.co/AIGLmJJ1XB"
stacyherbert	"RT @bneeditor: #eurovision ignores Jamala song already performed vs rules. Also ignore orign title ""Crimea is ours"" overt political https:/…"
cassandreFR	"RT @bneeditor: #eurovision ignores Jamala song already performed vs rules. Also ignore orign title ""Crimea is ours"" overt political https:/…"
escapenewstr	EBU’s Statement on Performance Of Jamala in 2015 https://t.co/ZJ5jZuQDNV https://t.co/51p7v8QgCS
Inthepeninsula	"RT @Malinka1102: Is there any limit to hypocrisy?!

#EurovisionSongContest #Jamala #Ukraine 

https://t.co/gRiyDPbVUo https://t.co/0ToldZQI…"
GlasnostGone	@sidekickjaz Its just #Russia via Kremlin harassment campaign. Same old tired #Putin propaganda machine. #Jamala https://t.co/2gsGGV6LeX
MrVollans	The #EBU  are a joke, @jamala twice broke the rules and still they do nothing #Eurovision #Eurovision2016Winner
Anika_Oblomova	"RT @Malinka1102: Is there any limit to hypocrisy?!

#EurovisionSongContest #Jamala #Ukraine 

https://t.co/gRiyDPbVUo https://t.co/0ToldZQI…"
Ruttolaakari	Congratulations, #Ukraine! Jamala's song was pretty nice. That's cool that Ukraine won. #Eurovision
magutw	RT @WaschukCanUA: After deportation requiem, #Jamala explains how restrictions in/on #Crimea prevented parents fm joining her @ #ESC https:…
LadaTweets	RT @Tyril: Lada Ray on Eurovision Debacle: Ugly Platform of Cultural War Exposed (Why Jamala Won and Lazarev Lost) https://t.co/fSjBaOEe9z…
poissonbordeaux	"RT @russian_market: #Breaking ""We're looking into new evidence Jamala's song was released in May 2015"" - Eurovision spokesman"
teite99	"RT @Malinka1102: Is there any limit to hypocrisy?!

#EurovisionSongContest #Jamala #Ukraine 

https://t.co/gRiyDPbVUo https://t.co/0ToldZQI…"
escapenewstr	"(ENG): ""EBU’s Statement On Performance Of Jamala In 2015""... https://t.co/LV8PrCWOck"
eisho353	"RT @BBCSteveR: EBU rules Jamala's song was ""eligible to compete"" despite ""public performance of earlier version of song May 2015"" https://t…"
joanneleon	"RT @russian_market: Video appears where Poroshenko confirms that the old title of the Jamala's song is ""Crimea is ours"" @EBU_HQ https://t.c…"
arianaftzayn	RT @musicnews_shade: Congratulations to Ukraine on winning #Eurovision 2016! @JAMALA wrote and composed her song '1944' by herself. 👏🏻https…
ml__maria	RT @russian_market: YouTube starts deleting videos with Jamala's concert performance in May 2015 of Eurovision song. Cache saved. https://t…
amigohome1887	RT @DanielleRyanJ: Repeat after me: NATO loves Jamala and there was absolutely nothing political about her win (via @marcelsardo) https://t…
ademozleyen	RT @escapenewstr: EBU’s Statement on Performance Of Jamala in 2015 https://t.co/ZJ5jZuQDNV https://t.co/51p7v8QgCS
BBCSteveR	Jamala's PR agent: her song '1944' was commercially released Feb 5 2016
muzeart	"RT @BBCSteveR: Jamala's PR tells me song she performed May 2015 was ""early version"" of '1944' ""with different title/lyrics/arrangement"" at…"
Anarch779	RT @BBCSteveR: Jamala's PR agent: her song '1944' was commercially released Feb 5 2016
esc_plus	EBU releases statement on Ukrainian song release date - https://t.co/f7dwoScQdw  #Eurovision #esc2016 #Ukraine @jamala 1944 #ESC
SexxxxDreamz	@CommonESCGirl Conchita &amp; Jamala Walmart? Bitch where
StanisMarketing	Ukraine's Jamala Wins Eurovision With Politically Charged Song https://t.co/lUY5RLMEJy
gurselcamci	@jamala FOR YOU  TURKISH TEA https://t.co/h5IDzrsoFE
BBCSteveR	"Jamala's PR agent: her public performance of an early version of '1944' in May 2015 was at ""closed event"" &amp; not broadcast on TV"
_radikalek	"RT @JohnDelacour: #Eurovision
10 mn 📽 (English subs) by @anatoliisharii shows @Jamala singing 1944 song 5/2015
https://t.co/swA56P0MbF http…"
_radikalek	"RT @Malinka1102: Is there any limit to hypocrisy?!

#EurovisionSongContest #Jamala #Ukraine 

https://t.co/gRiyDPbVUo https://t.co/0ToldZQI…"
kp4QZIp5Zce8pyL	"RT @bneeditor: #eurovision ignores Jamala song already performed vs rules. Also ignore orign title ""Crimea is ours"" overt political https:/…"
Therese_Hansson	RT @FridhKleberg: After reports Jamala performed 1944 as ”Our Crimea” 2015 EBU says no unfair advantage, song was eligible to compete: http…
news_tvline	New post: Vote for #Jamala   21 for UKRAINE https://t.co/g0q3Y18t0c
alexmokona	Jamala feat. Sheep - 1944 ( Ukraine) Eurovision 2016 https://t.co/eMMFnH44d5 via @YouTube
yourprincessjpg	Oh my god would people just stop talking about Jamala she deserved to win.
MythicalMagixia	RT @yourprincessjpg: Oh my god would people just stop talking about Jamala she deserved to win.
mijor23	"RT @BBCSteveR: Jamala's PR agent: her public performance of an early version of '1944' in May 2015 was at ""closed event"" &amp; not broadcast on…"
Nils18	RT @russian_market: And scene. @Jamala admits that the music to the Eurovision song 1944 was written before September 2015 @EBU_HQ https://…
Nils18	RT @russian_market: YouTube starts deleting videos with Jamala's concert performance in May 2015 of Eurovision song. Cache saved. https://t…
iamrodellopez	Butthurt Europeans are so desperate to dethrone Jamala. Love love peace peace and bitter Eurofans. 😂✌😜 #Eurovision https://t.co/CBBsb51HH4
StafBettridge	"RT @russian_market: #Breaking ""We're looking into new evidence Jamala's song was released in May 2015"" - Eurovision spokesman"
Fort_Russ_News	Fort Russ: #Jamala's Song, Contrary to the Rules Of #Eurovision, Was Not New https://t.co/uale4Ln08D #news #ukraine
StafBettridge	RT @GrahamWP_UK: Crimean authorities have invited Jamala to an opening of monument dedicated to Crimean Tatar victims of deportation. https…
iamrodellopez	"RT @Jamalavision: Lmao Jamala basically saying: ""bye bitch"" in the nicest possible way. https://t.co/AIGLmJJ1XB"
JohnDelacour	"RT @Malinka1102: Is there any limit to hypocrisy?!

#EurovisionSongContest #Jamala #Ukraine 

https://t.co/gRiyDPbVUo https://t.co/0ToldZQI…"
GoaTranceNET	"RT @BBCSteveR: Jamala's PR agent: her public performance of an early version of '1944' in May 2015 was at ""closed event"" &amp; not broadcast on…"
BungeeWedgie	RT @russian_market: YouTube starts deleting videos with Jamala's concert performance in May 2015 of Eurovision song. Cache saved. https://t…
StafBettridge	RT @russian_market: #BOOM Jamala released Eurovision song commercially on 19.06.2015 in Kiev club Atlas. @EBU_HQ https://t.co/LGbgb77RzH ht…
StillNotSorry15	RT @DanielleRyanJ: Repeat after me: NATO loves Jamala and there was absolutely nothing political about her win (via @marcelsardo) https://t…
BungeeWedgie	RT @russian_market: And scene. @Jamala admits that the music to the Eurovision song 1944 was written before September 2015 @EBU_HQ https://…
Nils18	"RT @russian_market: Video appears where Poroshenko confirms that the old title of the Jamala's song is ""Crimea is ours"" @EBU_HQ https://t.c…"
BungeeWedgie	"RT @russian_market: Video appears where Poroshenko confirms that the old title of the Jamala's song is ""Crimea is ours"" @EBU_HQ https://t.c…"
adlitammm	RT @russian_market: YouTube starts deleting videos with Jamala's concert performance in May 2015 of Eurovision song. Cache saved. https://t…
shinobi22427722	"RT @russian_market: Video appears where Poroshenko confirms that the old title of the Jamala's song is ""Crimea is ours"" @EBU_HQ https://t.c…"
Nils18	"RT @bneeditor: #eurovision ignores Jamala song already performed vs rules. Also ignore orign title ""Crimea is ours"" overt political https:/…"
shinobi22427722	RT @russian_market: And scene. @Jamala admits that the music to the Eurovision song 1944 was written before September 2015 @EBU_HQ https://…
shinobi22427722	RT @russian_market: YouTube starts deleting videos with Jamala's concert performance in May 2015 of Eurovision song. Cache saved. https://t…
kai_iwi	"Congratulation Jamala ... 
Such an awesome song 
 https://t.co/0gAUvmROFm"
sterion75	"RT @BBCSteveR: Jamala's PR tells me song she performed May 2015 was ""early version"" of '1944' ""with different title/lyrics/arrangement"" at…"
ValLisitsa	RT @russian_market: YouTube starts deleting videos with Jamala's concert performance in May 2015 of Eurovision song. Cache saved. https://t…
__TheFlyer__	RT @SchlagerKaty: Fyi - hypothetically if they took Jamala's victory and gave it to Dami or Sergey I wouldn't be OK with it now.
ValLisitsa	RT @russian_market: . @EBU_HQ: yes, Jamala wrote song before &amp; performed in front of 2k viewers. What about album release in June 2015? htt…
shinobi22427722	RT @russian_market: . @EBU_HQ: yes, Jamala wrote song before &amp; performed in front of 2k viewers. What about album release in June 2015? htt…
YFPUSHKIN	RT @russian_market: YouTube starts deleting videos with Jamala's concert performance in May 2015 of Eurovision song. Cache saved. https://t…
ValLisitsa	"RT @russian_market: Video appears where Poroshenko confirms that the old title of the Jamala's song is ""Crimea is ours"" @EBU_HQ https://t.c…"
ValLisitsa	"RT @russian_market: #Oops Poroshenko accidently confirms on TV that Jamala's Eurovision song 1944 is the same song ""Crimea is ours"" from Ma…"
KenartsTheKing	RT @russian_market: . @EBU_HQ: yes, Jamala wrote song before &amp; performed in front of 2k viewers. What about album release in June 2015? htt…
Soy3yo3	RT @russian_market: YouTube starts deleting videos with Jamala's concert performance in May 2015 of Eurovision song. Cache saved. https://t…
MukhtarovF	RT @WaschukCanUA: After deportation requiem, #Jamala explains how restrictions in/on #Crimea prevented parents fm joining her @ #ESC https:…
Ded_konserv	RT @russian_market: YouTube starts deleting videos with Jamala's concert performance in May 2015 of Eurovision song. Cache saved. https://t…
austargirl	"@Eurovision "" concluded that the published video didn't give Jamala’s song any unfair advantage"" it's still not right #goodbye"
Qui_Gon_Gil	RT @russian_market: And scene. @Jamala admits that the music to the Eurovision song 1944 was written before September 2015 @EBU_HQ https://…
tundrohod	"RT @russian_market: #Oops Poroshenko accidently confirms on TV that Jamala's Eurovision song 1944 is the same song ""Crimea is ours"" from Ma…"
fairyofbloom	"RT @russian_market: #Oops Poroshenko accidently confirms on TV that Jamala's Eurovision song 1944 is the same song ""Crimea is ours"" from Ma…"
EmilyPBurt	@KevBeirne They just released a statement saying Jamala had broken #Eurovision rules with her song and now have promptly deleted it
justfightX	"RT @Malinka1102: Is there any limit to hypocrisy?!

#EurovisionSongContest #Jamala #Ukraine 

https://t.co/gRiyDPbVUo https://t.co/0ToldZQI…"
ObamoliniB	RT @russian_market: . @EBU_HQ: yes, Jamala wrote song before &amp; performed in front of 2k viewers. What about album release in June 2015? htt…
austargirl	RT @LucyThePurple: SWEDEN 2015 wasn't my fave but okay. UKRAINE wasn't my favourite and I would admit if Jamala won fair and square but she…
NiceBastard	"RT @BBCSteveR: Jamala's PR tells me song she performed May 2015 was ""early version"" of '1944' ""with different title/lyrics/arrangement"" at…"
StormBringer15	RT @russian_market: And scene. @Jamala admits that the music to the Eurovision song 1944 was written before September 2015 @EBU_HQ https://…
EugeneBiryukov	RT @russian_market: YouTube starts deleting videos with Jamala's concert performance in May 2015 of Eurovision song. Cache saved. https://t…
__Penthesileia	"Ukraine: ""1944"" by Jamala - Winner of Eurovision Song Contest 2016 - BBC https://t.co/65baw7epEy"
StanisMarketing	Ukraine's Jamala Wins Eurovision With Politically Charged Song https://t.co/wfbFpkyZLO
garr_the_master	"Video appears where Poroshenko confirms that the old title of the Jamala's song is ""Crimea is... https://t.co/tSXIvdINF0 via @ValLisitsa"
fractalhorizon	RT @russian_market: . @EBU_HQ: yes, Jamala wrote song before &amp; performed in front of 2k viewers. What about album release in June 2015? htt…
udopia1	RT @DanielleRyanJ: Repeat after me: NATO loves Jamala and there was absolutely nothing political about her win (via @marcelsardo) https://t…
gentomobile	RT @goshquiet: Dramatic. Today Mejlis dep head Ilmi Umerov arrested at his home in Crimea by FSB. When a song on #Eurovision by #Jamala is…
StafBettridge	RT @russian_market: And scene. @Jamala admits that the music to the Eurovision song 1944 was written before September 2015 @EBU_HQ https://…
olaf0506	RT @russian_market: YouTube starts deleting videos with Jamala's concert performance in May 2015 of Eurovision song. Cache saved. https://t…
olaf0506	"RT @russian_market: Video appears where Poroshenko confirms that the old title of the Jamala's song is ""Crimea is ours"" @EBU_HQ https://t.c…"
amitashi01	2016 - year when POLITICS defeated LOVE! #Eurovision #Jamala #LGBT
totktonada2	"Video appears where Poroshenko confirms that the old title of the Jamala's song is ""Crimea is... https://t.co/R1HerNe88g via @ValLisitsa"
EuroGuyXX	"Google search on ""Ukraine eurovision"" 😕

Expected more Jamala tbh... https://t.co/B4S3U61d0D"
jamieciantar1	@jamala you copied it
smartbrain	RT @russian_market: YouTube starts deleting videos with Jamala's concert performance in May 2015 of Eurovision song. Cache saved. https://t…
jamieciantar1	@jamala no one liked your song
jamieciantar1	@jamala you were suppose to be last
jamieciantar1	@jamala you killed eurovision
_Just_Sa_	RT @russian_market: YouTube starts deleting videos with Jamala's concert performance in May 2015 of Eurovision song. Cache saved. https://t…
eossipov	#russo Jamala’s Song, Contrary to the Rules Of Eurovision, Was Not New https://t.co/gKtCJhZRIw #eo
webzinio	RT @Eurovision: Jamala's arrival home, read more at https://t.co/iAJDW2wQjx #eurovision
silver_stacker	"RT @Malinka1102: Is there any limit to hypocrisy?!

#EurovisionSongContest #Jamala #Ukraine 

https://t.co/gRiyDPbVUo https://t.co/0ToldZQI…"
ElifUgur97	RT @jtimberlake: #CantStopTheFeeling #Eurovision. Congrats @jamala #Ukraine!! https://t.co/1z9fA31yTR
robbiethecelt	"vote rigging back in 2014
countries that get through to final now aren't even in europe.
#eurovision clues in the name!
and jamala cheated?!"
Karol_en_Red	"RT @russian_market: Video appears where Poroshenko confirms that the old title of the Jamala's song is ""Crimea is ours"" @EBU_HQ https://t.c…"
marizar_ud	"RT @Malinka1102: Is there any limit to hypocrisy?!

#EurovisionSongContest #Jamala #Ukraine 

https://t.co/gRiyDPbVUo https://t.co/0ToldZQI…"
O_Rich_	#Jamala's Song, Contrary to the Rules Of #Eurovision, Was Not New https://t.co/rY5BXchBPv #news #ukraine
whiteKroleg	"RT @BBCSteveR: Jamala's PR agent: her public performance of an early version of '1944' in May 2015 was at ""closed event"" &amp; not broadcast on…"
laetitia_56	RT @LFabianOfficial: Congratulations to Jamala and the Ukraine! What a great performance !
Leden7	"RT @bneeditor: #eurovision ignores Jamala song already performed vs rules. Also ignore orign title ""Crimea is ours"" overt political https:/…"
VictoriaVikam4	There was #Australia between #Ukraine and #Russia..unfortunately only on #eurovisionsongcontest #lol @ukr_media @uatodaytv @euronews @jamala
trmprm	RT @russian_market: YouTube starts deleting videos with Jamala's concert performance in May 2015 of Eurovision song. Cache saved. https://t…
Super_Gunners	RT @russian_market: . @EBU_HQ: yes, Jamala wrote song before &amp; performed in front of 2k viewers. What about album release in June 2015? htt…
robbiethecelt	"lolol zackly. 
that jamala song, was released last year, was then called crimea is ours. renamed 1944, lol #Farce! https://t.co/oni5zTUYCQ"
whiteKroleg	"RT @BBCSteveR: Jamala's PR tells me song she performed May 2015 was ""early version"" of '1944' ""with different title/lyrics/arrangement"" at…"
SherikaOtsuka	"RT @BBCSteveR: Jamala's PR tells me song she performed May 2015 was ""early version"" of '1944' ""with different title/lyrics/arrangement"" at…"
bardha_pireva	"RT @jamala: Thank you for your love! 

#джамала #jamala #eurovision #jamala1944 #eurovision_ukraine  #cometogether https://t.co/JKKFl9ZBTr"
_radikalek	RT @russian_market: . @EBU_HQ: yes, Jamala wrote song before &amp; performed in front of 2k viewers. What about album release in June 2015? htt…
stalinobad	"RT @russian_market: #Oops Poroshenko accidently confirms on TV that Jamala's Eurovision song 1944 is the same song ""Crimea is ours"" from Ma…"
claudialawura	@Eurovision SHAME ON YOU, EUROVISION! THE WINNER SONG BREAKS THE RULES!!! IT IS NOT NORMAL!!! SHAME ON YOU, @jamala!!! NOT THE REAL WINNER!!
LaReineHannah	RT @escmegan: Why are people so obsessed with getting Jamala's win disqualified? DO YOU REALISE SERGEY WOULDN'T WIN? WE'D BE STUCK WITH FUC…
popoff_alex	"@romanzs @BBCSteveR yeah, it's Putin forced Jamala to lie about ""new song""."
SevastianovAnna	@Arthur_ThatOne In petition the 3rd link about Jamala's performance in May 2015 (https://t.co/TCg09QEFqi) is crashed. It has limited access.
amitashi01	Nor Australia nor Russia needs #Eurovision's trophy which is covered with mud of politics! Keep it Jamala!
5secsofzalfie	"RT @Jamalavision: Lmao Jamala basically saying: ""bye bitch"" in the nicest possible way. https://t.co/AIGLmJJ1XB"
Qui_Gon_Gil	"RT @bneeditor: #eurovision ignores Jamala song already performed vs rules. Also ignore orign title ""Crimea is ours"" overt political https:/…"
_LivingForLove	"#song of the day: #1944 by #Jamala #Eurovision 
2. #TikTok #Kesha #FreeKesha
3. #AintYourMama #JLo #JenniferLopez 
https://t.co/I3SXgVFhGM"
alukashov_al	@BBCSteveR Ukranian nationalists are also upset because Jamala bypassed national Ukranian competition to get into Eurivision
LorelaSejdini	https://t.co/HcoHfZfvhc i didn't know it would become something so positive!! #thankyou #cover #jamala #Eurovision #winner #Ukraine
utopianseer	"RT @bneeditor: #eurovision ignores Jamala song already performed vs rules. Also ignore orign title ""Crimea is ours"" overt political https:/…"
CarrionRunyan	RT @russian_market: YouTube starts deleting videos with Jamala's concert performance in May 2015 of Eurovision song. Cache saved. https://t…
WindEffectified	Jamala is like my spirit animal #Eurovision @jamala https://t.co/RQr4nDtUp5
ppsabengel	RT @russian_market: . @EBU_HQ: yes, Jamala wrote song before &amp; performed in front of 2k viewers. What about album release in June 2015? htt…
xsuha75	"Video appears where Poroshenko confirms that the old title of the Jamala's song is ""Crimea is... https://t.co/qVb6SkgweR via @ValLisitsa"
MythicalMagixia	And then JAMALA IS THE BEST IN UKRAINIAN FOLLOWS AWWWW
_Just_Sa_	"RT @Malinka1102: Is there any limit to hypocrisy?!

#EurovisionSongContest #Jamala #Ukraine 

https://t.co/gRiyDPbVUo https://t.co/0ToldZQI…"
Dott35	"Video appears where Poroshenko confirms that the old title of the Jamala's song is ""Crimea is... https://t.co/eT4QHaDQys via @ValLisitsa"
claudialawura	@jamala YOU ARE NOT THE REAL WINNER!!! YOU BROKE THE RULES!!! YOU'RE SONG WAS SANG ONE YEAR AGO!!! YOUR REPUTATION IS BROKEN NOW!!!
claudialawura	@jamala YOU ARE NOT THE REAL WINNER!! YOUR SONG BROKE THE RULES!!! WHAT A FAKE CONTEST!!! SHAME ON YOU, JAMALA!!! &amp; EUROVISION TOO!!!
sleepndraw	@CommonESCGirl Jamala and Conchita must be my most deserved winners ever , since mostly always what i like gets awful positions
wiwibloggs	The EBU confirms that @jamala's May 2015 performance of 1944 did not break #Eurovision rules https://t.co/7VNUaf8NRr via @JustPadraig
eurovisions_uom	RT @wiwibloggs: The EBU confirms that @jamala's May 2015 performance of 1944 did not break #Eurovision rules https://t.co/7VNUaf8NRr via @J…
ritalinlover	RT @wiwibloggs: The EBU confirms that @jamala's May 2015 performance of 1944 did not break #Eurovision rules https://t.co/7VNUaf8NRr via @J…
Schlagerprofil	RT @wiwibloggs: The EBU confirms that @jamala's May 2015 performance of 1944 did not break #Eurovision rules https://t.co/7VNUaf8NRr via @J…
BoryIv	"Video appears where Poroshenko confirms that the old title of the Jamala's song is ""Crimea is... https://t.co/fISRAgFKmU via @ValLisitsa"
sergiohp01	RT @wiwibloggs: The EBU confirms that @jamala's May 2015 performance of 1944 did not break #Eurovision rules https://t.co/7VNUaf8NRr via @J…
whiteKroleg	RT @russian_market: YouTube starts deleting videos with Jamala's concert performance in May 2015 of Eurovision song. Cache saved. https://t…
JanetDevlin_NI	"RT @Jamalavision: Lmao Jamala basically saying: ""bye bitch"" in the nicest possible way. https://t.co/AIGLmJJ1XB"
Fabio_Tedeschi	"RT @russian_market: #Breaking ""We're looking into new evidence Jamala's song was released in May 2015"" - Eurovision spokesman"
ifangusttavod52	Ukraine's Jamala wins Eurovision, here's Justin Timberlake... https://t.co/I1xw5deLBb https://t.co/4DqNVgFoUQ
izpodpolja	@claudialawura @jamala Stop screaming and read the EBU decission, she didn't brake the rules: https://t.co/nlqqHVP1cD
berlin_esc	@wiwibloggs @jamala @JustPadraig Poor Alyosha. Perhaps she was not profiled by #NATO. #EBU risks loss of credibility because of #Ukraine.
jamil_rassi	RT @twitter: Congrats @Jamala and Ukraine 🇺🇦 for the #Eurovision win! https://t.co/WX0r07rkVD
ExcomAdvisor	"@lullymiura 
LIVE - Jamala - 1944 (Ukraine) at the Grand Final of the 2016 Eurovision Song Contest

@YouTube https://t.co/BzQfNcjqxP"
GlasnostGone	#Eurovision: Despite #Russian state sponsored troll hysteria, #European Broadcasting Union dismiss #Jamala complaint https://t.co/1NgSITDDpX
JustPadraig	RT @wiwibloggs: The EBU confirms that @jamala's May 2015 performance of 1944 did not break #Eurovision rules https://t.co/7VNUaf8NRr via @J…
Ferganec_iz_Bel	"RT @russian_market: #Oops Poroshenko accidently confirms on TV that Jamala's Eurovision song 1944 is the same song ""Crimea is ours"" from Ma…"
ppsabengel	"RT @russian_market: #Oops Poroshenko accidently confirms on TV that Jamala's Eurovision song 1944 is the same song ""Crimea is ours"" from Ma…"
Ferganec_iz_Bel	"RT @russian_market: Video appears where Poroshenko confirms that the old title of the Jamala's song is ""Crimea is ours"" @EBU_HQ https://t.c…"
ppsabengel	"RT @russian_market: Video appears where Poroshenko confirms that the old title of the Jamala's song is ""Crimea is ours"" @EBU_HQ https://t.c…"
Ferganec_iz_Bel	RT @russian_market: YouTube starts deleting videos with Jamala's concert performance in May 2015 of Eurovision song. Cache saved. https://t…
Elizavetapavle1	"RT @Jamalavision: Lmao Jamala basically saying: ""bye bitch"" in the nicest possible way. https://t.co/AIGLmJJ1XB"
1200CreativeInn	RT @GlasnostGone: #Eurovision: Despite #Russian state sponsored troll hysteria, #European Broadcasting Union dismiss #Jamala complaint http…
palbergstrom	"RT @bneeditor: #eurovision ignores Jamala song already performed vs rules. Also ignore orign title ""Crimea is ours"" overt political https:/…"
Sergey_Sergey_G	RT @PaulaChertok: May 18, 1944–as in Jamala's Eurovision song–marks 72 yrs since deportation from Crimea. Russia BANS commemoration https:/…
crazypickleftw	@wiwibloggs @jamala @JustPadraig Good people are just trying to find ways to not accept Ukraine's win, it was deserved
littleartlover	"RT @ericlewan: I'm so proud  
I made this art in January, 26
when @jamala announced that she'll participate in national selection https://t…"
kerziouk	RT @GlasnostGone: #Eurovision: Despite #Russian state sponsored troll hysteria, #European Broadcasting Union dismiss #Jamala complaint http…
esc_declan	RT @wiwibloggs: The EBU confirms that @jamala's May 2015 performance of 1944 did not break #Eurovision rules https://t.co/7VNUaf8NRr via @J…
stingovision	RT @wiwibloggs: The EBU confirms that @jamala's May 2015 performance of 1944 did not break #Eurovision rules https://t.co/7VNUaf8NRr via @J…
JustPadraig	"Sergey is not a porn star: You're pro-Russia, Russia, Russia!

Jamala didn't break EBU rules: You're pro-Ukraine, Ukraine, Ukraine!"
freetaes	I think bulgarias sobg in eurovision is much better and fun than the jamala's crappy one.
yourprincessjpg	RT @sleepndraw: @CommonESCGirl Jamala and Conchita must be my most deserved winners ever , since mostly always what i like gets awful posit…
IrisR94	RT @wiwibloggs: The EBU confirms that @jamala's May 2015 performance of 1944 did not break #Eurovision rules https://t.co/7VNUaf8NRr via @J…
buckdich4me	RT @sleepndraw: @CommonESCGirl Jamala and Conchita must be my most deserved winners ever , since mostly always what i like gets awful posit…
ItsMeNersho	"RT @JustPadraig: Sergey is not a porn star: You're pro-Russia, Russia, Russia!

Jamala didn't break EBU rules: You're pro-Ukraine, Ukraine,…"
Stredni_trida	"RT @Malinka1102: Is there any limit to hypocrisy?!

#EurovisionSongContest #Jamala #Ukraine 

https://t.co/gRiyDPbVUo https://t.co/0ToldZQI…"
Super_Gunners	RT @russian_market: YouTube starts deleting videos with Jamala's concert performance in May 2015 of Eurovision song. Cache saved. https://t…
PeterRiebeek1	RT @GlasnostGone: #Eurovision: Despite #Russian state sponsored troll hysteria, #European Broadcasting Union dismiss #Jamala complaint http…
official_zorro	"#Repost @Jamala_official with repostapp.
・・・
Thank you for your support!… https://t.co/E9UB24GPi0"
Pickme2be	RT @russian_market: YouTube deletes video of Jamala's concert performance back in May 2015. Same refrain lyrics, same music. #Eurovision ht…
OS1954	"RT @BBCSteveR: Jamala's PR tells me song she performed May 2015 was ""early version"" of '1944' ""with different title/lyrics/arrangement"" at…"
gh_joker	RT @wiwibloggs: The EBU confirms that @jamala's May 2015 performance of 1944 did not break #Eurovision rules https://t.co/7VNUaf8NRr via @J…
mrurbano	RT @GlasnostGone: #Eurovision: Despite #Russian state sponsored troll hysteria, #European Broadcasting Union dismiss #Jamala complaint http…
MythicalMagixia	THE CROWD IN THE WINNER CONFERENCE DON'T EVEN LET HER INTRODUCE JAMALA'S TEAM LMAO IT'S JUST WOOOOOOOOOOO HE'S THE MANAGE- WOOO!! CLAPPING!
MariattaK	RT @wiwibloggs: The EBU confirms that @jamala's May 2015 performance of 1944 did not break #Eurovision rules https://t.co/7VNUaf8NRr via @J…
jtimbnews24	Ukraine's Jamala wins Eurovision, here's Justin Timberlake... https://t.co/9lYPg4of6z https://t.co/Y8tQBzLlfX
maarrodrigues	"RT @Jamalavision: Lmao Jamala basically saying: ""bye bitch"" in the nicest possible way. https://t.co/AIGLmJJ1XB"
danielsteele59	RT @wiwibloggs: The EBU confirms that @jamala's May 2015 performance of 1944 did not break #Eurovision rules https://t.co/7VNUaf8NRr via @J…
TheDjole	"@IamJura well Jamala performed her song a year ago on her concerts, but was called ""Crimea is ours"" back then... But nothing will happen"
MythicalMagixia	AAAAHHHHHH THE FIRST GIRL TO ASK JAMALA A QUESTION IS SPEAKING CRIMEAN TATAR
MythicalMagixia	JAMALA DON'T CRY
Phylissisme	RT @wiwibloggs: The EBU confirms that @jamala's May 2015 performance of 1944 did not break #Eurovision rules https://t.co/7VNUaf8NRr via @J…
markwasha	RT @GrahamWP_UK: Crimean authorities have invited Jamala to an opening of monument dedicated to Crimean Tatar victims of deportation. https…
Xjaime1X	RT @wiwibloggs: The EBU confirms that @jamala's May 2015 performance of 1944 did not break #Eurovision rules https://t.co/7VNUaf8NRr via @J…
heymellamopablo	RT @ObamoliniB: What has to do @NATO with a song contest? Oh well even if you like nazis like @jamala I mean.
fireqce	RT @BalazsJarabik: For #Ukraine, #Jamala`s win is not only a symbolic victory over #Russia but also a celebration of its new identity https…
zykovlevkii	RT @russian_market: YouTube starts deleting videos with Jamala's concert performance in May 2015 of Eurovision song. Cache saved. https://t…
